length,real_depth,real_avg_depth,real_arity,real_entropy,real_dl,real_ic,real_wic,real_pic,real_lca,random_depth,random_avg_depth,random_arity,random_entropy,random_dl,random_ic,random_wic,random_pic,random_lca
40,7,3.825,7,1.246092120072327,4.076923076923077,1.435897435897436,2.282051282051282,11.73076923076923,0.3371794871794872,13.9,7.987499999999999,3.6,1.2446140717121605,13.806410256410256,7.9371794871794865,11.941025641025643,10.395320512820511,3.689487179487179
29,8,4.275862068965517,5,1.123230125169807,3.2142857142857144,0.8571428571428571,1.2857142857142858,9.118226600985222,1.229064039408867,11.4,6.436206896551724,3.4,1.2020415916271474,9.817857142857143,5.616071428571429,8.157142857142858,8.50270935960591,2.610837438423645
25,8,4.4,3,1.2505119933561473,2.7083333333333335,0.625,1.1666666666666667,7.423333333333333,1.2366666666666666,10.9,6.24,3.25,1.2113053130182636,8.83125,4.379166666666666,6.8479166666666655,7.538833333333335,2.6225
8,4,2.375,4,0.9743147528693494,2.142857142857143,0.5714285714285714,0.5714285714285714,3.2142857142857144,0.17857142857142858,5.0,3.19375,2.4,1.0560692194730974,3.071428571428571,1.092857142857143,1.535714285714286,2.573214285714286,0.9446428571428571
19,7,3.6315789473684212,4,1.1203674513771107,3.5,1.3888888888888888,1.6111111111111112,6.941520467836257,0.5906432748538012,8.6,4.923684210526316,3.05,1.1802153728686278,6.713888888888889,3.3833333333333337,5.244444444444443,6.064619883040936,1.7374269005847953
22,8,5.181818181818182,4,1.2072432805590583,3.238095238095238,1.2380952380952381,1.4761904761904763,6.64935064935065,2.0779220779220777,10.0,5.538636363636365,3.4,1.2025910795538652,8.12142857142857,4.133333333333333,6.15,6.854545454545456,2.175757575757576
55,6,3.690909090909091,7,1.3369302674949892,5.277777777777778,1.9814814814814814,3.0925925925925926,13.32996632996633,0.23367003367003367,15.15,8.349090909090908,3.55,1.2527298562419134,18.824999999999996,11.01666666666667,17.66574074074074,13.00090909090909,3.38973063973064
21,7,3.761904761904762,5,1.23340261227354,2.5,0.6,0.8,7.90952380952381,0.638095238095238,9.95,5.647619047619047,3.25,1.159820635459058,7.157500000000001,4.0525,5.77,6.501666666666667,2.312380952380953
39,8,4.410256410256411,5,1.2746435673444143,6.973684210526316,2.8947368421052633,4.815789473684211,10.618083670715249,1.039136302294197,14.15,7.712820512820512,3.5,1.222786044016968,13.601315789473684,8.039473684210527,11.556578947368422,10.766396761133603,3.272604588394062
47,10,5.170212765957447,5,1.281741472432779,4.173913043478261,1.5434782608695652,2.217391304347826,13.527289546716004,1.2886216466234968,15.0,8.808510638297872,3.55,1.2511041204875242,15.402173913043478,8.827173913043477,14.520652173913046,11.797039777983349,4.216327474560592
65,11,6.1692307692307695,7,1.1355246855755503,3.71875,0.625,1.328125,21.964423076923076,2.237019230769231,16.7,9.399230769230769,4.1,1.2756193262392732,22.01484375,12.84453125,21.11875,14.306538461538462,4.2836778846153845
27,6,3.6666666666666665,5,1.3226623902101442,3.576923076923077,1.2307692307692308,1.9230769230769231,8.974358974358974,0.47293447293447294,11.0,6.288888888888889,3.4,1.216447949823601,9.107692307692307,4.988461538461538,7.998076923076924,8.087179487179489,2.565099715099715
31,13,6.548387096774194,3,1.2553177133105362,3.7666666666666666,1.5333333333333334,2.2666666666666666,8.941935483870967,2.606451612903226,12.2,6.832258064516128,3.35,1.206895516115263,10.565000000000001,5.83,9.011666666666667,8.970752688172043,2.816774193548387
36,8,4.555555555555555,4,1.2668185288586569,3.6857142857142855,1.4857142857142858,2.1142857142857143,9.633333333333333,0.7,12.2,6.876388888888887,3.2,1.2449801848429218,12.114285714285712,7.111428571428571,10.940000000000001,9.809841269841268,2.73547619047619
