length,real_depth,real_avg_depth,real_arity,real_entropy,real_dl,real_ic,real_wic,real_pic,real_lca,random_depth,random_avg_depth,random_arity,random_entropy,random_dl,random_ic,random_wic,random_pic,random_lca
19,9,4.7894736842105265,4,1.2790075192745578,2.4444444444444446,0.7222222222222222,1.0,6.415204678362573,1.5497076023391814,9.5,5.352631578947367,3.05,1.1756486255024954,6.58611111111111,3.4083333333333328,4.925,6.1301169590643285,2.088888888888889
17,7,3.9411764705882355,3,1.2324052234657892,2.4375,0.75,1.0625,5.301470588235294,0.9558823529411765,8.4,4.935294117647059,2.65,1.1470379749080717,5.959375,2.88125,4.075,5.494852941176471,1.89375
34,11,5.735294117647059,5,1.1899257400953729,2.5454545454545454,0.7575757575757576,1.0303030303030303,10.992869875222816,1.607843137254902,12.9,6.892647058823529,3.5,1.2210628840417186,11.756060606060606,6.627272727272727,10.093939393939392,9.464884135472369,2.8075757575757576
8,3,2.25,4,0.9743147528693494,1.8571428571428572,0.2857142857142857,0.2857142857142857,3.2142857142857144,0.10714285714285714,5.2,3.1625,2.45,1.063193795057617,2.8071428571428574,1.1928571428571426,1.5428571428571431,2.6035714285714286,0.8714285714285716
18,9,5.111111111111111,3,1.223575654138956,2.3529411764705883,0.5294117647058824,0.8823529411764706,6.169934640522876,2.065359477124183,9.4,5.522222222222223,2.95,1.1324211175279117,6.385294117647057,3.2000000000000006,4.849999999999999,5.82124183006536,2.318627450980392
5,3,2.0,3,0.9502705392332347,1.5,0.25,0.25,1.8,0.1,3.75,2.4699999999999998,2.05,0.9264846740818784,1.9,0.475,0.4625,1.3950000000000005,0.5350000000000001
56,13,6.107142857142857,5,1.3315513910725758,3.036363636363636,0.9090909090909091,1.4181818181818182,15.133116883116884,1.8616883116883116,17.95,9.767857142857142,3.85,1.2341875656043104,18.864545454545453,11.708181818181819,17.562727272727273,13.681655844155847,4.510616883116884
16,8,4.5,3,1.234244945579329,2.6,0.7333333333333333,1.2,5.35,1.6166666666666667,8.2,4.79375,2.8,1.15188752850532,5.426666666666666,2.78,4.096666666666666,5.1779166666666665,1.8037500000000002
9,4,2.5555555555555554,4,0.9649629230074277,2.25,0.75,0.75,3.5,0.2222222222222222,5.65,3.444444444444444,2.45,1.0086476483101097,3.5375,1.2875,1.7625,2.938888888888889,1.0430555555555556
8,3,2.125,5,0.9002560512685369,2.142857142857143,0.14285714285714285,0.14285714285714285,3.8214285714285716,0.07142857142857142,4.9,3.125,2.45,1.0660314617746334,2.9142857142857137,1.1,1.6499999999999997,2.5803571428571423,0.8517857142857143
20,4,2.65,8,1.0097627067113208,2.6842105263157894,0.21052631578947367,0.47368421052631576,9.442105263157895,0.17894736842105263,8.5,5.0075,3.25,1.1646436241099223,6.955263157894736,3.7815789473684207,5.239473684210526,6.093684210526317,1.8213157894736844
27,10,4.444444444444445,5,1.2607303335894366,2.423076923076923,0.7307692307692307,0.8846153846153846,9.131054131054132,0.7407407407407407,11.0,6.088888888888889,3.15,1.2088486106454763,9.278846153846155,5.096153846153846,7.573076923076923,8.05940170940171,2.3602564102564108
10,6,3.1,3,1.1935496040981333,1.6666666666666667,0.4444444444444444,0.4444444444444444,3.533333333333333,0.5111111111111111,6.15,3.6400000000000006,2.55,1.0874189948993678,3.716666666666666,1.577777777777778,2.261111111111111,3.365555555555556,1.1522222222222223
