length,real_depth,real_avg_depth,real_arity,real_entropy,real_dl,real_ic,real_wic,real_pic,real_lca,random_depth,random_avg_depth,random_arity,random_entropy,random_dl,random_ic,random_wic,random_pic,random_lca
40,14,6.875,4,1.2435167399332243,1.8974358974358974,0.46153846153846156,0.5128205128205128,11.215384615384615,2.517948717948718,13.4,7.159999999999999,3.55,1.2236483021035494,13.841025641025643,8.201282051282051,11.507692307692308,10.788205128205128,2.644423076923077
15,8,4.0,3,1.2454410537617744,1.8571428571428572,0.35714285714285715,0.42857142857142855,5.133333333333334,1.1904761904761905,7.9,4.660000000000001,2.7,1.0961464718023908,5.425000000000001,2.717857142857143,3.532142857142857,4.826190476190477,1.7352380952380955
31,17,8.741935483870968,3,1.1389442681003896,1.6,0.3,0.36666666666666664,8.612903225806452,4.346236559139785,12.2,6.9564516129032254,3.5,1.2039909675988316,10.750000000000002,6.245000000000001,9.10666666666667,8.706344086021506,3.0335483870967743
23,8,4.739130434782608,3,1.2123562324867074,2.1818181818181817,0.5454545454545454,0.7727272727272727,6.620553359683795,1.5375494071146245,9.4,5.578260869565217,3.25,1.1954041449962838,8.152272727272727,4.134090909090908,6.465909090909092,7.072134387351778,2.1685770750988143
6,5,2.8333333333333335,2,1.0114042647073516,1.0,0.0,0.0,1.6,0.6666666666666666,4.5,2.8000000000000003,2.0,0.9553199591232471,2.32,0.8300000000000001,0.9200000000000002,1.706666666666667,0.7133333333333333
28,11,5.392857142857143,5,1.2569145754695081,2.5185185185185186,0.3333333333333333,0.6666666666666666,10.642857142857142,1.6507936507936507,10.8,6.064285714285714,3.3,1.2232013726791933,10.109259259259263,5.146296296296295,7.724074074074075,8.312169312169313,2.319973544973545
45,11,4.911111111111111,6,1.135776227306138,3.9545454545454546,1.9772727272727273,2.409090909090909,12.405050505050506,0.7444444444444445,14.9,8.013333333333334,3.65,1.2373496644246633,16.00113636363636,9.280681818181819,13.919318181818184,11.631111111111114,3.3868181818181817
20,10,4.75,4,1.1633711748876086,1.5789473684210527,0.3157894736842105,0.3157894736842105,6.61578947368421,1.3421052631578947,9.35,5.1725,3.1,1.1665843850324173,6.7,3.7026315789473694,5.623684210526315,6.408421052631579,1.915526315789474
13,8,3.8461538461538463,3,1.0905994737794786,1.3333333333333333,0.16666666666666666,0.16666666666666666,4.397435897435898,0.8589743589743589,7.2,4.200000000000001,2.65,1.109132271268138,4.704166666666667,2.0375,3.1541666666666672,4.3,1.439102564102564
77,22,10.207792207792208,4,1.270539241661949,2.6578947368421053,0.9210526315789473,1.236842105263158,16.177375256322623,4.688653451811347,19.5,10.436363636363636,4.15,1.2722360326118174,26.425,15.696052631578947,23.311842105263157,16.02183868762816,4.721155160628845
5,4,2.4,2,1.0549201679861442,1.0,0.0,0.0,1.3,0.4,3.7,2.4099999999999997,2.2,0.9837709492284116,2.1375,0.3875,0.4875,1.4250000000000003,0.47000000000000003
8,7,3.75,2,0.9002560512685369,1.0,0.0,0.0,2.2142857142857144,1.25,5.45,3.36875,2.45,1.014438624466531,2.9000000000000004,1.157142857142857,1.535714285714286,2.544642857142857,1.0875
46,18,10.021739130434783,5,1.2339652089270994,1.8,0.26666666666666666,0.3111111111111111,12.228985507246376,5.256038647342995,14.95,8.110869565217392,3.5,1.2239966726946196,15.962222222222223,9.16111111111111,14.071111111111113,11.642512077294686,3.4651207729468596
17,11,5.9411764705882355,2,0.9586918593253719,1.4375,0.3125,0.3125,5.102941176470588,2.360294117647059,8.35,4.902941176470589,3.2,1.18800228172563,6.175,2.834375,4.4,5.659926470588235,1.8845588235294115
33,20,10.878787878787879,3,1.0532632432915847,1.625,0.34375,0.4375,9.316287878787879,5.8125,12.85,7.268181818181818,3.15,1.1981563785563654,11.309375,6.7453125,9.71875,9.271401515151517,3.131723484848485
19,11,5.368421052631579,3,1.0596846673731528,1.7777777777777777,0.5555555555555556,0.6111111111111112,6.450292397660819,1.4385964912280702,9.95,5.678947368421053,2.9,1.1425225319277317,6.538888888888889,3.616666666666666,4.980555555555556,6.001169590643276,2.4611111111111112
40,13,7.65,6,1.2997502543951052,2.358974358974359,0.41025641025641024,0.717948717948718,11.70897435897436,3.4935897435897436,13.6,7.581249999999999,3.75,1.2522307897541658,13.294871794871796,7.35897435897436,12.235897435897439,10.81147435897436,3.329358974358974
22,13,7.2272727272727275,3,1.2129399884015943,1.4761904761904763,0.14285714285714285,0.14285714285714285,7.0519480519480515,3.6493506493506493,9.3,5.286363636363636,3.1,1.1811259724328314,7.790476190476191,4.188095238095238,5.947619047619047,6.758658008658007,1.8872294372294374
8,6,3.625,2,1.0821955300387671,1.1428571428571428,0.0,0.0,2.4285714285714284,1.2142857142857142,5.25,3.25,2.3,1.0387106043354426,2.864285714285714,1.0714285714285714,1.4142857142857141,2.575,0.9821428571428571
54,14,8.055555555555555,5,1.2981623027559914,2.6037735849056602,0.6415094339622641,1.0,14.632424877707896,3.2292103424178897,16.2,8.852777777777778,3.9,1.2548754534874242,18.373584905660373,11.13490566037736,17.059433962264155,13.094619147449336,3.9464011180992307
20,9,5.5,2,1.0960673284468552,1.631578947368421,0.3157894736842105,0.3684210526315789,5.957894736842105,2.1789473684210527,10.15,5.680000000000001,2.8,1.1464437789050919,7.147368421052631,3.7210526315789467,5.773684210526316,6.256842105263158,2.352631578947369
18,6,3.0555555555555554,5,1.0419792764029772,2.6470588235294117,0.8235294117647058,1.0,6.803921568627451,0.30718954248366015,8.85,5.063888888888888,3.2,1.189741788159478,6.055882352941177,3.070588235294118,4.561764705882353,5.88202614379085,1.906209150326798
10,5,2.7,5,1.0888999753452235,1.7777777777777777,0.0,0.0,4.4,0.37777777777777777,6.65,3.9299999999999997,2.2,0.9880622712402445,3.4888888888888885,1.5944444444444446,2.0388888888888888,3.1133333333333337,1.387777777777778
57,16,9.596491228070175,4,1.2821915885516515,2.3392857142857144,0.7142857142857143,0.8928571428571429,13.476817042606516,4.719298245614035,16.7,9.207894736842103,4.0,1.2509304015008218,19.20625,11.342857142857145,17.746428571428574,13.91939223057644,4.0360902255639095
16,8,4.8125,3,1.245016889252439,2.466666666666667,0.8,1.1333333333333333,5.183333333333334,1.925,7.8,4.565625,3.0,1.1582621804601094,5.566666666666666,2.8899999999999997,4.05,5.1425,1.6125000000000003
18,9,4.777777777777778,3,1.1858203126288676,1.7058823529411764,0.4117647058823529,0.4117647058823529,5.254901960784314,1.7058823529411764,8.35,4.791666666666667,3.1,1.1651297755942356,6.705882352941177,3.1382352941176466,4.470588235294118,5.867320261437909,1.712091503267974
49,15,8.857142857142858,3,1.2075161753027448,1.875,0.4375,0.5208333333333334,11.278061224489797,4.285714285714286,15.8,8.681632653061225,3.9,1.2379198717607225,16.569791666666667,9.879166666666666,14.693750000000003,12.452721088435373,3.8824829931972795
17,6,3.3529411764705883,4,1.1217853135747708,2.0625,0.125,0.3125,6.75,0.5808823529411765,8.0,4.68235294117647,3.0,1.153837593666165,5.671875,2.940625,4.290625,5.543014705882352,1.6286764705882355
49,7,4.959183673469388,11,1.0431253089559165,4.75,0.6041666666666666,1.0625,18.685374149659864,1.4472789115646258,16.45,8.777551020408163,3.85,1.2594024477821746,16.33229166666667,9.966666666666669,14.447916666666666,12.462414965986394,3.9928996598639452
4,2,1.75,3,0.5623351446188083,1.3333333333333333,0.0,0.0,1.5,0.0,3.3,2.1875,1.7,0.8487665203514739,1.6166666666666667,0.26666666666666666,0.39999999999999997,0.9083333333333332,0.36666666666666675
10,6,3.0,4,0.9433483923290391,1.5555555555555556,0.2222222222222222,0.2222222222222222,3.7333333333333334,0.4666666666666667,5.85,3.720000000000001,2.85,1.15209383891075,3.827777777777778,1.3166666666666669,2.322222222222222,3.3433333333333337,1.3133333333333335
15,8,4.866666666666666,2,1.0851886129676505,1.4285714285714286,0.14285714285714285,0.14285714285714285,4.6,2.019047619047619,7.9,4.7700000000000005,2.85,1.1259936142278169,5.192857142857143,2.692857142857142,3.942857142857143,4.776666666666668,1.8714285714285714
59,18,10.186440677966102,3,1.2041314627306734,3.4827586206896552,1.5862068965517242,2.1379310344827585,12.724722384570427,4.827001753360608,17.2,9.522881355932201,4.05,1.2564580796680551,19.99310344827586,11.67241379310345,18.279310344827586,13.904149620105201,4.432320280537697
45,15,8.066666666666666,3,1.2178522048783522,2.4318181818181817,0.8409090909090909,1.0909090909090908,11.222222222222221,3.0757575757575757,16.0,8.8,3.9,1.2400675679228932,15.888636363636362,9.192045454545456,13.767045454545453,11.738030303030303,4.1670202020202005
